"record_type","sanity_id","title","slug","status","kind","collection","collection_slug","parent_service","parent_service_slug","provider","provider_role","service_category","pricing_model","pricing_model_note","service_price","rack_price","product_price_cents","product_price_usd","duration","brand","product_category","size","in_stock","shippable","weight_lb","featured","badge","tagline","description","who_its_for","process","pricing_notes","competitor_pricing","booking_url","purchase_url","cta_label","concerns","related_services","faqs","image_url","image_alt","gallery","seo_meta_title","seo_meta_description","order_rank","created_at","updated_at","revision","source_dataset","source_transaction_id"
"Product","product-facereality-hydraremedy-gel-serum","hydraRemedy™ Gel Serum","hydraremedy-gel-serum","","","","","","","","","","","","","","4600","46","","face-reality","skincare","1.7 oz","true","","","","","","Designed to deeply hydrate the skin, this multifaceted, acne-safe serum is the solution for calming and soothing all skin types. It reduces the appearance of redness and irritation, and offers support for a healthy skin barrier. Recommended for all skin types, especially dry and sensitive skin.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/4a5d806d9b55ccde1eaf47b47a316ac52b70c248-2048x2048.png","hydraRemedy™ Gel Serum","","","","","2026-07-01T08:00:10Z","2026-07-01T08:01:39Z","JL5yWZ2fDsPkrNN3bKLb3f","production",""
"Product","product-glymed-US-GM-063R","Hydrating Hand & Body Lotion","hydrating-hand-body-lotion","","","","","","","","","","","","","","3200","32","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Balances · Increases Hydration · Moisturizes","Hydrating Hand & Body Lotion makes the skin feel young and radiant all over. Tropical butters smooth and soften the skin while pure botanical extracts and nutrients reach deep inside to activate the skin’s natural beauty and suppleness.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/d5e3600b52951c4f0807e0bb81e0bee02a9e2c78-800x800.webp","Hydrating Hand & Body Lotion","","","","","2026-07-01T03:12:12Z","2026-07-01T07:45:46Z","6Uf5dcYnDNc3ONxw9MoEge","production",""
"Product","product-glymed-US-GM-035R","Hydrating Lip Balm","hydrating-lip-balm","","","","","","","","","","","","","","1700","17","","glymed","skincare","0.5 fl oz | 15 ml","true","","","","","Moisturizes · Plumps","Hydrating Lip Balm helps moisturize, soften, and smooth dry-feeling lips with a nourishing blend of jojoba, avocado oil, and sunflower seed oil. This comfortable balm glides on easily, leaving lips feeling conditioned, refreshed, and minty fresh.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/4de3a8b90e99f8352a9985b18429c2b0b9818d4d-800x800.webp","Hydrating Lip Balm","","","","","2026-07-01T03:12:13Z","2026-07-01T07:46:02Z","lNfUvdo6EYR6sr3edwzaO5","production",""
"Product","product-glymed-US-GM-061R","Hydrating Masque with Enzymes","hydrating-masque-with-enzymes","","","","","","","","","","","","","","5400","54","","glymed","skincare","2 fl oz | 59 ml","true","","","","","Increases Hydration · Reduces Dull & Uneven Texture","Hydrating Masque with Enzymes is a refreshing facial masque designed to help gently exfoliate and replenish moisture for a smoother, softer-looking complexion. Formulated with hydrating botanicals and antioxidant support, this comforting masque helps improve the appearance of dry, dehydrated, or dull-looking skin while leaving the complexion feeling refreshed, moisturized, and radiant.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/33ec9041420b39e887cc958d01127d0fc2cc72e6-800x800.webp","Hydrating Masque with Enzymes","","","","","2026-07-01T03:12:12Z","2026-07-01T07:45:51Z","6Uf5dcYnDNc3ONxw9MoG3m","production",""
"Product","product-skinscript-hydrating-moisturizer","Hydrating Moisturizer","hydrating-moisturizer","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","For: All, Dry","Hydrating Moisturizer is a rich, comforting cream formulated to deliver long-lasting moisture and enhance the appearance of skin softness and suppleness. Powered by shea butter, cocoa butter, and honey-derived ingredients, this velvety formula helps nourish dry-looking skin.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/403834f2efadabda489b08b1109ebd8f838c4015-2000x2000.webp","Hydrating Moisturizer","","","","","2026-07-01T03:12:14Z","2026-07-01T06:18:10Z","6Uf5dcYnDNc3ONxw9MSRex","production",""
"Product","product-glymed-US-GM-123R","Hydrating Protection Gel with SPF 15","hydrating-protection-gel-with-spf-15","","","","","","","","","","","","","","4900","49","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Hydrates · Prevents · Protects","Protect and moisturize your skin with this FDA tested and approved, ultra-light, water-based UVA/UVB broad-spectrum formula. This SPF 15 integrates the power of professional-grade ingredients to immediately deliver antioxidants, providing anti-aging benefits to protect skin from free radical damage.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/7ea42cca17e4b2ece9f7570119428ef349243145-800x800.webp","Hydrating Protection Gel with SPF 15","","","","","2026-07-01T03:12:12Z","2026-07-01T07:47:09Z","JL5yWZ2fDsPkrNN3bKI0Ph","production",""
"Product","product-glymed-US-GM-122R","Hydrating Protection Gel with SPF 30","hydrating-protection-gel-with-spf-30","","","","","","","","","","","","","","5800","58","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Hydrates · Prevents · Protects","Protect and moisturize your skin with this FDA tested and approved, ultra-light, water-based UVA/UVB broad-spectrum formula. This SPF 30 integrates the power of professional-grade ingredients to immediately deliver antioxidants providing anti-aging benefits to protect skin from free radical damage.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/3a93d64070b6a8d09cec49ef80cfb916ecefa326-800x800.webp","Hydrating Protection Gel with SPF 30","","","","","2026-07-01T03:12:12Z","2026-07-01T07:44:54Z","D3X8E2XKt8n8bNnBsSDgOF","production",""
"Product","product-glymed-US-GM-74ER","Idyllic Cleanser with 3% Mandelic Acid","idyllic-cleanser-with-3-mandelic-acid","","","","","","","","","","","","","","4100","41","","glymed","skincare","8 fl oz | 236 ml","true","","","","","Deep Clean · Minimizes Pores · Reduce Pigmentation · Purifies · Prevention","Idyllic Cleanser is a preferred home care cleanser formulated with 3% mandelic acid to gently exfoliate and help reveal a brighter, smoother-looking complexion. This mild-active cleanser helps refine the appearance of uneven texture, dullness, and visible congestion while supporting a fresh, balanced feel after cleansing. Suitable for most skin types and skin tones, Idyllic Cleanser may be used daily as directed by a skincare professional.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/240bb6bf0b9ee83da7c8f2f4084d2a252d201eb8-400x400.webp","Idyllic Cleanser with 3% Mandelic Acid","","","","","2026-07-01T03:12:10Z","2026-07-01T06:04:53Z","6Uf5dcYnDNc3ONxw9MOwIN","production",""
"Product","product-facereality-invisiclear-hydrocolloid-spot-patches","invisiClear™ Hydrocolloid Spot Patches","invisiclear-hydrocolloid-spot-patches","","","","","","","","","","","","","","12500","125","","face-reality","skincare","25 Pack","true","","","","","","invisiClear™ hydrocolloid spot patches are designed to support your skin clearing journey. Our professional-grade patches act as a transparent aid that drains, absorbs moisture and pus and flattens pustules and papules. InvisiClear™ also helps prevent picking and protects skin from external aggressors and debris.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/042bff842b62159ae6e09f06140b30cef75f002d-2048x2048.png","invisiClear™ Hydrocolloid Spot Patches","","","","","2026-07-01T08:00:10Z","2026-07-01T08:03:36Z","D3X8E2XKt8n8bNnBsSEg7n","production",""
"Product","product-skinscript-jackfruit-enzyme","Jackfruit Enzyme","jackfruit-enzyme","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","For: Most skin types","Professional Use Only. Jackfruit Enzyme is a mild exfoliating treatment formulated with pyruvic acid, bromelain, and mandelic acid to help soften the look of skin and improve the appearance of uneven tone.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/18a99518ed7b015a7fe3e12f09f3906767b1317f-2000x2000.webp","Jackfruit Enzyme","","","","","2026-07-01T03:12:14Z","2026-07-01T06:20:37Z","D3X8E2XKt8n8bNnBsS9dmZ","production",""
"Product","product-skinscript-lemon-honey-signature-facial","Lemon Honey Signature Facial","lemon-honey-signature-facial","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","","Award-winning Lemon Zest Enzyme is a professional exfoliating treatment formulated to help improve the appearance of dullness and uneven-looking skin tone. This energizing enzyme combines vitamin C with natural fruit acids and enzymes to help refine the skin's surface.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/d8fea8e7936c5b4a4af34a4ebf763e6ab38bd514-100x100.webp","Lemon Honey Signature Facial","","","","","2026-07-01T03:12:14Z","2026-07-01T06:18:22Z","D3X8E2XKt8n8bNnBsS9Wg9","production",""
"Product","product-skinscript-lemon-zest-enzyme","Lemon Zest Enzyme","lemon-zest-enzyme","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","For: Normal to dry","Professional Use Only. Award-winning Lemon Zest Enzyme is a professional exfoliating treatment formulated to help improve the appearance of dullness and uneven-looking skin tone. This energizing enzyme combines vitamin C with natural fruit acids and enzymes.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/927fc2654767ecfa0c100c97edabbc3e07b2a224-2000x2000.jpg","Lemon Zest Enzyme","","","","","2026-07-01T03:12:14Z","2026-07-01T06:19:08Z","JL5yWZ2fDsPkrNN3bJtehf","production",""
"Product","product-skinscript-light-aloe-moisturizer","Light Aloe Moisturizer","light-aloe-moisturizer","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","For: Oily","Light Aloe Moisturizer is a refreshing, oil-free daily moisturizer formulated to deliver lasting hydration while supporting skin comfort and balance. Featuring soothing aloe vera, sodium hyaluronate, and antioxidant-supportive ingredients.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/ff4389e6f7bf04dd5c71ec200b14731d93b8ed3c-2000x2000.webp","Light Aloe Moisturizer","","","","","2026-07-01T03:12:14Z","2026-07-01T06:21:46Z","D3X8E2XKt8n8bNnBsS9hO5","production",""
"Product","product-skinscript-lip-balm-with-spf-15","Lip Balm with SPF 15","lip-balm-with-spf-15","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","","This lip balm features a tropical-inspired flavor and broad-spectrum SPF 15 to help protect lips from sun exposure during daily wear. Enriched with conditioning ingredients like shea butter and vitamin E.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/2beb83e32391655dfd5c465cb2653efaf5604096-2000x2000.webp","Lip Balm with SPF 15","","","","","2026-07-01T03:12:14Z","2026-07-01T06:21:43Z","D3X8E2XKt8n8bNnBsS9hCB","production",""
"Product","product-glymed-US-GM-82ER","Lip Enhancer with Warming Actives","lip-enhancer-with-warming-actives","","","","","","","","","","","","","","4600","46","","glymed","skincare","0.3 fl oz | 10 ml","true","","","","","Lift & Firm · Moisturizes · Plumps","This lip care is packed with moisturizing emollients and powerful peptides to diminish fine lines to support a youthful and smooth lip line border. Natural and safe plumping ingredients give the lips a fuller appearance instantly.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/c3e41a70a822c9f17fa958f49cd4ee369d81c26e-800x800.webp","Lip Enhancer with Warming Actives","","","","","2026-07-01T03:12:13Z","2026-07-01T07:47:06Z","6Uf5dcYnDNc3ONxw9MoUaB","production",""
"Product","product-glymed-US-GM-51AR","Mattifying Sulfur Masque","mattifying-sulfur-masque","","","","","","","","","","","","","","5000","50","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Clarifies · Reduces Inflammation & Oil","Sulfur has been proven to be beneficial when treating acne. This therapeutic clay-based masque kills bacteria, removes dead skin cells, and absorbs excess oil. Once removed, the skin feels smooth and revitalized.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/b5ba92ad50856fbfb62f7531baf89144ab5a5023-800x800.webp","Mattifying Sulfur Masque","","","","","2026-07-01T03:12:12Z","2026-07-01T07:44:23Z","6Uf5dcYnDNc3ONxw9Mnz0D","production",""
"Product","product-glymed-US-GM-057R","Mega Cream Cleanser","mega-cream-cleanser","","","","","","","","","","","","","","4300","43","","glymed","skincare","6.75 fl oz | 200 ml","true","","","","","Purifies · Calming · Increases Hydration","This ultra-gentle cleanser instantly dissolves makeup, oil and debris on the skin to provide a deep clean. It also contains the age-defying antioxidant Vitamin E to combat dryness and the harmful irritants that lead to premature aging. Use it as a first cleanse to remove makeup, including on the eyes. It is also safe for lash extensions.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/5673208e3a8bb14547324e1bdde81aa749b21c5e-400x400.webp","Mega Cream Cleanser","","","","","2026-07-01T03:12:10Z","2026-07-01T06:04:55Z","6Uf5dcYnDNc3ONxw9MOwSC","production",""
"Product","product-skinscript-mint-refining-toner","Mint Refining Toner","mint-refining-toner","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","For: Normal to oily","Mint Refining Toner is a clarifying, astringent toner formulated to help refine the appearance of pores and refresh oily or congestion-prone skin. Featuring a blend of botanical extracts and natural astringents, this toner helps remove residual surface buildup.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/c5e74f6c5ad8eb21cb7baf6ba3c20c58b95eb153-2000x2000.webp","Mint Refining Toner","","","","","2026-07-01T03:12:14Z","2026-07-01T06:19:33Z","JL5yWZ2fDsPkrNN3bJtl9R","production",""
"Product","product-glymed-US-GM-005R","Moisturizing Protection Cream with SPF 15","moisturizing-protection-cream-with-spf-15","","","","","","","","","","","","","","6000","60","","glymed","skincare","2 fl oz | 59 ml","true","","","","","Moisturizes · Protects","An anti-aging moisturizer that incorporates FDA-approved broad-spectrum SPF and hydrating skin protectants. This amazing multitasker is a sunscreen and moisturizer, making it the perfect cream for those who demand simplicity and results without the fuss.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/d5df0fe42b3c76f1ec9594cae17c86fc94d32da8-800x800.webp","Moisturizing Protection Cream with SPF 15","","","","","2026-07-01T03:12:12Z","2026-07-01T07:44:26Z","D3X8E2XKt8n8bNnBsSDfY0","production",""
"Product","product-glymed-US-GM-138R","Moisturizing Protection Cream with SPF 30","moisturizing-protection-cream-with-spf-30","","","","","","","","","","","","","","7100","71","","glymed","skincare","2 fl oz | 59 ml","true","","","","","Prevention · Anti-Aging · Increases Hydration · Moisturizes · Protects","An anti-aging moisturizer that incorporates FDA-approved broad-spectrum SPF and hydrating skin protectants. This amazing multitasker is a sunscreen and moisturizer, making it the perfect cream for those who demand simplicity and results without the fuss.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/37401ccb23535de678a7016b57816b7c880fbf62-800x800.webp","Moisturizing Protection Cream with SPF 30","","","","","2026-07-01T03:12:12Z","2026-07-01T07:46:12Z","lNfUvdo6EYR6sr3edwzcIE","production",""
"Product","product-glymed-US-GM-70ER","Oil-Free Protective Moisturizer with SPF 15","oil-free-protective-moisturizer-with-spf-15","","","","","","","","","","","","","","5600","56","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Prevention · Anti-Aging · Protects · Reduce Fine Lines & Wrinkles","This simple moisturizing and sun protection combo helps to keep skin protected and hydrated at the same time. Our lightweight oil-free formula contains broad-spectrum sunscreens to protect against UVA & UVB rays without leaving the skin heavy or greasy. Daily application is recommended to protect the skin from damaging free radicals while providing essential moisture to prevent premature aging.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/ad15361a62024c413101960f4290c635c4ffea6d-800x800.webp","Oil-Free Protective Moisturizer with SPF 15","","","","","2026-07-01T03:12:12Z","2026-07-01T07:44:51Z","6Uf5dcYnDNc3ONxw9Mo4bH","production",""
"Product","product-glymed-US-GM-71ER","Oil-Free Protective Moisturizer with SPF 30","oil-free-protective-moisturizer-with-spf-30","","","","","","","","","","","","","","6000","60","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Prevention · Anti-Aging · Protects · Reduce Fine Lines & Wrinkles","This simple moisturizing and sun protection combo helps to keep skin protected and hydrated at the same time. Our lightweight oil-free formula contains broad-spectrum sunscreens to protect against UVA & UVB rays without leaving the skin heavy or greasy. Daily application is recommended to protect the skin from damaging free radicals while providing essential moisture to prevent premature aging.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/ee6371ffe3f530b596ec8a883e84127b9cbb5cf7-800x800.webp","Oil-Free Protective Moisturizer with SPF 30","","","","","2026-07-01T03:12:12Z","2026-07-01T07:45:43Z","D3X8E2XKt8n8bNnBsSDi8h","production",""
"Product","product-glymed-US-GM-72ER","Oil-Free Protective Moisturizer with SPF 50","oil-free-protective-moisturizer-with-spf-50","","","","","","","","","","","","","","6200","62","","glymed","skincare","4 fl oz | 118 ml","true","","","","","Prevention · Anti-Aging · Protects · Reduce Fine Lines & Wrinkles","This simple moisturizing and sun protection combo helps to keep skin protected and hydrated at the same time. Our lightweight oil-free formula contains broad-spectrum sunscreens to protect against UVA & UVB rays without leaving the skin heavy or greasy. Daily application is recommended to protect the skin from damaging free radicals while providing essential moisture to prevent premature aging.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/b751164cdddf7fe5ee6fc89c9908c9557f5070ae-800x800.webp","Oil-Free Protective Moisturizer with SPF 50","","","","","2026-07-01T03:12:12Z","2026-07-01T07:46:45Z","D3X8E2XKt8n8bNnBsSDkOE","production",""
"Product","product-glymed-US-GM-029R","Oxygen Cream","oxygen-cream","","","","","","","","","","","","","","6900","69","","glymed","skincare","1.69 fl oz | 50 ml","true","","","","","Balances · Brightens & Increases Hydration · Minimizes Pore","This light and elegant soufflé is formulated with oxygen to detoxify and breathe life back into dull tired skin. The perfect solution to fight aging + acne and leaves the skin incredibly soft, fresh, and luminous!","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/c64d986a5e49d73334b43faeceec962b28fba00e-400x400.webp","Oxygen Cream","","","","","2026-07-01T03:12:12Z","2026-07-01T06:04:58Z","D3X8E2XKt8n8bNnBsS8v5l","production",""
"Product","product-glymed-US-GM-016R","Oxygen Deep Pore Masque","oxygen-deep-pore-masque","","","","","","","","","","","","","","6200","62","","glymed","skincare","1.69 fl oz | 50 ml","true","","","","","Deep Clean · Minimizes Pores · Purifies · Brightens","This light and elegant soufflé is formulated with oxygen to promote healthy skin cells and hydrate and aerate your skin's natural barrier. This process helps the skin appear smoother and more luminous while oxygenating the skin barrier for deep hydration. Breathe life into dull and tired skin for a refreshed and replenished feel after cleansing, leaving the complexion looking clean, hydrated, and balanced.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/0b80a95901ab80a0aa4bcc6d8dc4b3e9a7bc4d4a-800x800.webp","Oxygen Deep Pore Masque","","","","","2026-07-01T03:12:12Z","2026-07-01T07:45:32Z","JL5yWZ2fDsPkrNN3bKHgZ1","production",""
"Product","product-skinscript-passionfruit-enzyme","Passionfruit Enzyme","passionfruit-enzyme","","","","","","","","","","","","","","","","","skin-script","skincare","","true","","","","","","Professional Use Only. Passionfruit Enzyme delivers enzymatic exfoliation with natural fruit enzymes to help refine the appearance of skin texture and reveal a fresh, radiant-looking complexion. Antioxidant-rich passionfruit helps support a healthy-looking glow.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/fb638e721b43f4373f667659ac17aa9f9b563fdb-2000x2000.webp","Passionfruit Enzyme","","","","","2026-07-01T03:12:14Z","2026-07-01T06:18:16Z","D3X8E2XKt8n8bNnBsS9WQH","production",""
"Product","product-glymed-US-GM-14ER","Peptide Firming Cleanser","peptide-firming-cleanser","","","","","","","","","","","","","","10000","100","","glymed","skincare","6.75 fl oz | 200 ml","true","","","","","Purifies · Calming · Increases Firmness & Elasticity · Increases Hydration","The Peptide Cleanser with PC10 is an elegant blend of rich emollients, powerful peptides, and botanicals that promote health within our skin cells. This creamy cleanser is perfect for performing facial massage and will leave the skin feeling smooth, hydrated, and youthful.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/a73071cce3b1a4394ba226c02631de3fbb17a6f8-400x400.webp","Peptide Firming Cleanser","","","","","2026-07-01T03:12:10Z","2026-07-01T06:05:01Z","JL5yWZ2fDsPkrNN3bJpLs4","production",""
"Product","product-glymed-US-GM-28ER","Peptide Micro Scrub","peptide-micro-scrub","","","","","","","","","","","","","","7200","72","","glymed","skincare","2 fl oz | 59 ml","true","","","","","Deep Clean · Minimizes Pores · Reduce Dull & Uneven Texture","Micro Scrub is the perfect alternative to microdermabrasion and is safer for the skin too. This phenomenal scrub contains exfoliating action of corundum crystals that break away dead skin buildup leaving the skin incredibly smooth and polished.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/fb146cb9bc31895c7d0ba7bbe172b21226db15cd-400x400.webp","Peptide Micro Scrub","","","","","2026-07-01T03:12:10Z","2026-07-01T06:05:04Z","JL5yWZ2fDsPkrNN3bJpNCN","production",""
"Product","product-glymed-US-GM-40ER","Peptide Serum","peptide-serum","","","","","","","","","","","","","","10000","100","","glymed","skincare","1 fl oz | 30 ml","true","","","","","Prevention · Anti-Aging · Calming · Protects · Reduces Inflammation","Activate the skin's self-defense system with this barrier repair formulation. This peptide serum reduces DNA oxidation, neutralizes free radicals, and increases antioxidants to fight against environmental and chronological aging.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/af102d0ca3f911749d85353bea0d19b99f17234d-400x400.webp","Peptide Serum","","","","","2026-07-01T03:12:10Z","2026-07-01T06:05:07Z","JL5yWZ2fDsPkrNN3bJpO9A","production",""
"Product","product-glymed-US-GM-026R","Pigment Brightening Serum","pigment-brightening-serum","","","","","","","","","","","","","","5000","50","","glymed","skincare","2 fl oz | 59 ml","true","","","","","Prevention · Brightens · Reduces Pigmentation & Redness","Thirty days to brighter, clearer skin. Derma Pigment Skin Brightener is a revolutionary serum formulated to fade sunspots, pigmentation, and age spots, for the gradual fading of pigmentary disorders without the use of hydroquinone.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/4604225cc1e0a6283536827a9b843de60e5e42fd-400x400.webp","Pigment Brightening Serum","","","","","2026-07-01T03:12:10Z","2026-07-01T06:05:09Z","D3X8E2XKt8n8bNnBsS8vUt","production",""
"Product","product-glymed-US-GM-KT08","Post-Procedural Essentials Kit","post-procedural-essentials-kit","","","","","","","","","","","","","","14600","146","","glymed","skincare","3.75 oz","true","","","","","Balances · Calming · Increases Hydration · Moisturizes · Plumps · Protects · Reduce Inflammation · Reduce Redness","Repairing and healing skin is essential after moderate treatments. Treatments like chemical peels, microdermabrasion and cavitation leave skin lacking the nutrients it needs in order to actively heal. This system was designed to help boost the healing and repairing process for faster and better results after treatments. Contains these products:
Mega Cream Cleanser (US-GM-057T, 1.0 oz / 30 mL),
Hydrating Masque with Enzymes (US-GM-061T, 1.0 oz / 30 mL),
Recovery Cream with Arnica (US-GM-067T, 0.5 oz / 15 mL),
Daily Skin Clarifier (US-GM-037T, 0.25 oz / 7 mL),
Ultra Hydro Gel (US-GM-069T, 0.5 oz / 15 mL),
Moisturizing Protection Cream with SPF 30 (US-GM-138T, 0.5 oz / 15 mL),
Chilly Pillow Cold Pack","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/8bece36c730216f15c513f98e79a18f18c5030b3-800x800.webp","Post-Procedural Essentials Kit","","","","","2026-07-01T03:12:12Z","2026-07-01T07:44:34Z","6Uf5dcYnDNc3ONxw9Mo13u","production",""
"Product","product-glymed-US-GM-KT07","Pre-Procedural Essentials Kit","pre-procedural-essentials-kit","","","","","","","","","","","","","","11000","110","","glymed","skincare","3.75 oz","true","","","","","Reduce Pigmentation · Prevention · Anti-Aging · Brightens & Tightens · Increases Hydration · Moisturizes · Reduce Dull & Uneven Texture","Before starting moderate treatments it’s important to prepare the skin for optimum health in order to see absolute results. This system helps to exercise and actively prepare skin for chemical peels, laser, microneedling and microdermabrasion. Contains these products:
Glycolic Facial Cleanser with 10% Glycolic Acid (US-GM-001T, 1.0 oz / 30 mL),
Pigment Brightening Serum (US-GM-026T, 0.25 oz / 7 mL),
Anti-Aging Exfoliant Masque (US-GM-008T, 1.0 oz / 30 mL),
Daily Repair Cream (US-GM-058T, 0.5 oz / 15 mL),
Resurfacing Night Cream with 15% Glycolic Acid (US-GM-003T, 0.5 oz / 15 mL),
Moisturizing Protection Cream with SPF 30 (US-GM-138T, 0.5 oz / 15 mL)","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/244fd00f6b37a5c8c7a6dfeb6d00965491948680-800x800.webp","Pre-Procedural Essentials Kit","","","","","2026-07-01T03:12:12Z","2026-07-01T07:46:59Z","D3X8E2XKt8n8bNnBsSDkvI","production",""
"Product","22adbae9-6727-40b8-95cf-53bf8e55c595","ProCell MD Aftercare Step 1 — Cellular Renewal Serum","procell-md-step-1-cellular-renewal-serum","","","","","","","","","","","","","","15000","150","","procell","skincare","30ml","true","","","","","The daily serum that continues your microchanneling results at home","Step 1 of the ProCell MD home protocol: stem-cell-derived growth factors in a daily serum that extends the cellular renewal your in-studio treatments began. The MD formulation is the strongest available — reserved for clients in active treatment series. Apply morning and evening to clean skin.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/e9c96e964264515c7526ec3a648a8ea097621020-1946x1946.webp","","","","","","2026-06-10T15:19:25Z","2026-07-11T08:11:41Z","bz0Gljj5v4JEeGYN70VOUF","production",""
"Product","5dea8b8d-1932-4762-bbb5-799a9b8e91bc","ProCell MD Aftercare Step 2 — Healing Accelerator","procell-md-step-2-healing-accelerator","","","","","","","","","","","","","","16000","160","","procell","skincare","30ml","true","true","0.5","true","","Step 2 of the MD protocol — recovery, accelerated","The companion to Step 1: the MD-strength healing accelerator that supports skin recovery between microchanneling sessions and keeps results compounding.

The second step in our dynamic two-step skin rejuvenation system. This serum is specially formulated to work in tandem with our Cellular Renewal Growth Factor Serum to enhance its effects and accelerate the healing process.

The highly concentrated growth factor serums in our serum are known to play a key role in tissue repair and regeneration. By promoting the growth of new, healthy skin cells, our serum helps to reduce the appearance of fine lines, wrinkles, and other signs of aging. With regular use, you can expect to see smoother, more radiant, and more youthful-looking skin.

This serum is also paraben-free, fragrance-free, and cruelty-free, making it a safe and effective choice for all skin types. Simply apply PRO Aftercare Step 2, Healing Accelerator Serum 30 seconds after after Step 1, Cellular Renewal Growth Factor Serum, to achieve optimal results.

Experience the power of MD Aftercare Step 2, Healing Accelerator Serum, and discover the secret to healthier, more youthful-looking skin. 

*Contains double the amount of growth factors then the PRO version","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/c8cd4e814b7df3f051a6b9410de41128f9b19d30-577x869.jpg","Procell MD Step 2","","","","","2026-06-10T15:20:33Z","2026-07-22T06:10:07Z","FOc3p5EymcgKmBZ2hvRad9","production",""
"Product","0dc47f4d-97ca-4824-bc3a-00f6e49dd404","ProCell MD Aftercare Trial Set","procell-md-aftercare-trial-set","","","","","","","","","","","","","","4500","45","","procell","skincare","","true","","","","","Procell MD travel size steps 1 & 2","Procell MD Step 1 + Step 2 — the exact protocol used after your in-studio sessions.","","","","","","","","","","","https://cdn.sanity.io/images/4e7axyi7/production/99b2e991bb442760e18e364da9fb17b0dcc54041-554x554.webp","Procell MD Trial set","","","","","2026-06-10T15:20:33Z","2026-07-22T05:58:31Z","FOc3p5EymcgKmBZ2hvNiQF","production",""
